path	area	line	sourceLabel	kind	target	dynamic
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	8	TIPS_MAIN	CALL	SERIHU_FULLCOLOR	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	24	TIPS_MAIN	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	26	TIPS_MAIN	CALL	TIPS_TALENT	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	28	TIPS_MAIN	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	30	TIPS_MAIN	CALL	TIPS_MISSION	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	32	TIPS_MAIN	CALL	TIPS_ACHIEVEMENT	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	34	TIPS_MAIN	CALL	TIPS_HINT	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	36	TIPS_MAIN	CALL	TIPS_EXTRACHARA	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	38	TIPS_MAIN	CALL	TIPS_PREGNANCY	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	40	TIPS_MAIN	CALL	TESTMODE	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	44	TIPS_MAIN	GOTO	INPUT_LOOP	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	79	TIPS_MISSION	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	173	TIPS_ACHIEVEMENT	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	292	TIPS_HINT	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	356	TIPS_EXTRACHARA	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS.ERB	TIPS関係	377	TIPS_PREGNANCY	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	19	TIPS_BEAUTY	CALL	TIPS_BEAUTYPOINT	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	21	TIPS_BEAUTY	CALL	TIPS_DOWNBEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	23	TIPS_BEAUTY	CALL	TIPS_BEAUTY_RECOVER	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	25	TIPS_BEAUTY	CALL	TIPS_BEAUTYSENSE	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	27	TIPS_BEAUTY	CALL	TIPS_MAXBEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	29	TIPS_BEAUTY	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	31	TIPS_BEAUTY	GOTO	INPUT_LOOP	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	46	TIPS_BEAUTYPOINT	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	68	TIPS_DOWNBEAUTY	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	85	TIPS_BEAUTY_RECOVER	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	99	TIPS_BEAUTYSENSE	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS_BEAUTY.ERB	TIPS関係	116	TIPS_MAXBEAUTY	CALL	TIPS_BEAUTY	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	22	TIPS_CHARACLEAR	CALL	TIPS_RETIRE	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	24	TIPS_CHARACLEAR	CALL	TIPS_ASSI	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	26	TIPS_CHARACLEAR	CALL	TIPS_LOVE	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	28	TIPS_CHARACLEAR	CALL	TIPS_LEWDNESS	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	30	TIPS_CHARACLEAR	CALL	TIPS_TRUELOVE	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	32	TIPS_CHARACLEAR	CALL	TIPS_PEERLESS	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	34	TIPS_CHARACLEAR	CALL	TIPS_SEXFRIEND	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	36	TIPS_CHARACLEAR	CALL	TIPS_OVERLAP	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	38	TIPS_CHARACLEAR	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	40	TIPS_CHARACLEAR	GOTO	INPUT_LOOP	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	68	TIPS_RETIRE	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	85	TIPS_ASSI	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	105	TIPS_LOVE	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	123	TIPS_LEWDNESS	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	139	TIPS_TRUELOVE	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	155	TIPS_PEERLESS	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	171	TIPS_SEXFRIEND	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_CHARACLEAR.ERB	TIPS関係	191	TIPS_OVERLAP	CALL	TIPS_CHARACLEAR	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	18	TIPS_TALENT	CALL	TIPS_TALENT_CVAB	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	20	TIPS_TALENT	CALL	TIPS_TALENT_CVAB_END	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	22	TIPS_TALENT	CALL	TIPS_TALENT_SM	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	24	TIPS_TALENT	CALL	TIPS_TALENT_OTHERS	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	26	TIPS_TALENT	CALL	TIPS_MAIN	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	28	TIPS_TALENT	GOTO	INPUT_LOOP	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	55	TIPS_TALENT_CVAB	CALL	TIPS_TALENT	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	75	TIPS_TALENT_CVAB_END	CALL	TIPS_TALENT	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	93	TIPS_TALENT_SM	CALL	TIPS_TALENT	False
original-game/ERB/TIPS関係/TIPS_TALENT.ERB	TIPS関係	113	TIPS_TALENT_OTHERS	CALL	TIPS_TALENT	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	13	BLACKGIRL_EVENT	CALL	START_BGEVENT	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	22	START_BGEVENT	CALL	NOTHING	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	24	START_BGEVENT	CALL	NOTHING	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	26	START_BGEVENT	CALL	NOTHING	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	28	START_BGEVENT	CALL	EVENT_BGGUIDANCE	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	31	START_BGEVENT	CALL	EVENT_BGSEX	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	33	START_BGEVENT	CALL	EVENT_BGTATTO	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	36	START_BGEVENT	CALL	EVENT_BGSEX	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	38	START_BGEVENT	CALL	EVENT_BGGUIDANCE	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	40	START_BGEVENT	CALL	NOTHING	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	343	EVENT_BGSEX	CALL	DECIDE_SEXFRIEND	False
original-game/ERB/イベント関係/BLACKGIRL.ERB	イベント関係	457	EVENT_BGGUIDANCE	CALL	CIGARETTES_4COUNT	False
original-game/ERB/イベント関係/CALC_COOKING.ERB	イベント関係	10	START_COOCKING	CALL	COOKING_DETAIL	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	14	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	21	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	28	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	35	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	42	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	49	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	56	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	63	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	70	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	77	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	84	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	91	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	98	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	105	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	112	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/EGG_ITEM.ERB	イベント関係	115	EGG_ITEM	CALL	EGG_ITEM_USE	False
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	35	ENDING_CHECK	CALL	BAD_END_2	False
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	43	ENDING_CHECK	CALL	ENDING_CHECK_2	False
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	57	ENDING_CHECK_2	CALL	BAD_END	False
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	60	ENDING_CHECK_2	CALL	NORMAL_END_01	False
original-game/ERB/イベント関係/ENDING.ERB	イベント関係	163	NORMAL_END_01	CALL	GAME_CONTINUE	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	21	APHRODISIAC_ADDICT	CALL	PRECIPITATE_WITHDRAWAL	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	93	PRECIPITATE_WITHDRAWAL	GOTO	INPUT_LOOP_01	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	119	PRECIPITATE_WITHDRAWAL	CALL	SUFFER_FROM_WITHDRAWAL	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	196	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_WRECK	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	198	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_CRAZY	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	200	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_MISANTHROPIST	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	202	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_RESISTER	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	204	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_DEPRESSION	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	206	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_BE_A_ATHYMIA	False
original-game/ERB/イベント関係/EVENT_ADDICT.ERB	イベント関係	208	SUFFER_FROM_WITHDRAWAL	CALL	PRECIPITATE_WITHDRAWAL_FALL_INTO_DISFAVOR	False
